model,paper_name,latency_mae_mean,latency_mae_std,latency_rmse_mean,latency_rmse_std,latency_mape_mean,latency_mape_std,violation_accuracy_mean,violation_accuracy_std,violation_precision_mean,violation_precision_std,violation_recall_mean,violation_recall_std,violation_f1_mean,violation_f1_std
hybrid_dt,Hybrid-DT,0.7697576201394492,0.042044327639687164,1.049095373231486,0.06751231195959732,6.453146488597051,0.3289445472067887,0.9775,0.010248644896874045,0.9442062677085925,0.03215376189565535,0.957011348604269,0.012512589384667663,0.9503845869233128,0.019823001449690347
ridge_flat,Ridge-flat,0.8583445884461849,0.054567777865575304,1.1937588743129188,0.0662411933648485,7.257703563817603,0.4350265246293757,0.5554166666666667,0.046271579049971694,0.33316868082704165,0.03605978758786755,0.9962962962962962,0.008281733249999215,0.4983617929697225,0.04062995272998614
s_twingnn_lite,MP-Graph,1.1908907842053558,0.02013717644553886,1.5959131062427376,0.05432108346647761,9.009832013867623,0.2264737951917332,0.7391666666666666,0.015195485440675388,0.2433339948110746,0.059279859376222384,0.08743315424731354,0.027896474617498706,0.12829101589330177,0.03812456061873353
persistence,Persistence,2.86409443410711,0.04484756973372921,3.8322366709241322,0.040702572360374445,20.400181763942385,0.43014020210444975,0.71875,0.019598841377319532,0.1734137977392045,0.053248641219454045,0.0744201120307315,0.029502931358470232,0.103935453376598,0.038350476937770064
temporal_mlp,Temporal-MLP,9.253898626650134,0.674767804131397,12.859236316035268,1.1771543576933543,73.49790313384541,5.193030961383349,0.9675,0.015838814840623543,0.9185616123546751,0.04281198866037116,0.9403765722349793,0.03398861463145095,0.9289314115662555,0.03207051626005971
